index,name,address,Website,Type,Size,Address,City,State,ZipCode,associates,Profit,True/False
1011,Inter American University of Puerto Rico-Bayamon,"500 Dr. John Will Harris, Bayamon, Puerto Rico 00957",bc.inter.edu,"4-year, Private not-for-profit",5385.0,500 Dr. John Will Harris, Bayamon,Rico,00957,0,Not-For-Profit,False
1012,Inter American University of Puerto Rico-Fajardo,"Calle Union-Batey Central Carr 195, Fajardo, Puerto Rico 00738-7003",fajardo.inter.edu,"4-year, Private not-for-profit",2252.0,Calle Union-Batey Central Carr 195, Fajardo,Rico,00738-7003,0,Not-For-Profit,False
1013,Inter American University of Puerto Rico-Guayama,"Bo Machete Carr 744 Km 1.2, Guayama, Puerto Rico 00785",www.guayama.inter.edu,"4-year, Private not-for-profit",2196.0,Bo Machete Carr 744 Km 1.2, Guayama,Rico,00785,0,Not-For-Profit,False
1014,Inter American University of Puerto Rico-Metro,"Carretera #1 Km 16 3 Esq Calle Francisco Sein, San Juan, Puerto Rico 00919-1293",www.metro.inter.edu,"4-year, Private not-for-profit",10613.0,Carretera #1 Km 16 3 Esq Calle Francisco Sein, San Juan,Rico,00919-1293,0,Not-For-Profit,False
1015,Inter American University of Puerto Rico-Ponce,"104 Turpo Industrial Park Rd1, Mercedita, Puerto Rico 00715-1602",www.ponce.inter.edu,"4-year, Private not-for-profit",5963.0,104 Turpo Industrial Park Rd1, Mercedita,Rico,00715-1602,0,Not-For-Profit,False
1016,Inter American University of Puerto Rico-San German,"Rd. 102 Km. 30.6, San German, Puerto Rico 00683",www.sg.inter.edu,"4-year, Private not-for-profit",5712.0,Rd. 102 Km. 30.6, San German,Rico,00683,0,Not-For-Profit,False
1017,Inter American University of Puerto Rico-School of Law,"Calle Federico Costa 170 Sector Tres Monjitas, San Juan, Puerto Rico 00936-8351",www.derecho.inter.edu,"4-year, Private not-for-profit",865.0,Calle Federico Costa 170 Sector Tres Monjitas, San Juan,Rico,00936-8351,0,Not-For-Profit,False
1018,Inter American University of Puerto Rico-School of Optometry,"500 John Will Harris Avenue, Bayamon, Puerto Rico 00957",www.optonet.inter.edu,"4-year, Private not-for-profit",211.0,500 John Will Harris Avenue, Bayamon,Rico,00957,0,Not-For-Profit,False
1019,Interamerican College,"1607 Hoover Ave, National City, California 91950-4437",www.iacnc.edu,"4-year, Private not-for-profit",59.0,1607 Hoover Ave, National City,California,91950-4437,0,Not-For-Profit,False
1020,Interdenominational Theological Center,"700 Martin Luther King Jr Dr, Atlanta, Georgia 30314-4143",www.itc.edu,"4-year, Private not-for-profit",426.0,700 Martin Luther King Jr Dr, Atlanta,Georgia,30314-4143,0,Not-For-Profit,False
1021,Interior Designers Institute,"1061 Camelback Rd, Newport Beach, California 92660",idi.edu,"4-year, primarily associate's, Private for-profit",360.0,1061 Camelback Rd, Newport Beach,California,92660,1,For-Profit,True
1022,International Academy of Design and Technology,"1850 Research Drive, Troy, Michigan 48083",www.iadtdetroit.com,"4-year, Private for-profit",936.0,1850 Research Drive, Troy,Michigan,48083,0,For-Profit,False
1023,International Academy of Design and Technology,"One Bridgestone Park, Nashville, Tennessee 37214",www.iadtnashville.com,"4-year, primarily associate's, Private for-profit",617.0,One Bridgestone Park, Nashville,Tennessee,37214,1,For-Profit,True
1024,International Academy of Design and Technology,"2450 Del Paso Road-St 250, Sacramento, California 95834",www.iadtsacramento.com,"4-year, primarily associate's, Private for-profit",447.0,2450 Del Paso Road-St 250, Sacramento,California,95834,1,For-Profit,True
1025,International Academy of Design and Technology,"5959 Lake Ellenor Dr., Orlando, Florida 32809",www.iadt.edu,"4-year, Private for-profit",1172.0,5959 Lake Ellenor Dr., Orlando,Florida,32809,0,For-Profit,False
1026,International Academy of Design and Technology,"5104 Eisenhower Blvd, Tampa, Florida 33634",www.academy.edu,"4-year, Private for-profit",2590.0,5104 Eisenhower Blvd, Tampa,Florida,33634,0,For-Profit,False
1027,International Academy of Design and Technology,"One North State Street - Suite 500, Chicago, Illinois 60602-3300",www.iadtchicago.edu,"4-year, Private for-profit",1950.0,One North State Street - Suite 500, Chicago,Illinois,60602-3300,0,For-Profit,False
1028,International Academy of Design and Technology,"645 Andover Park West, Seattle, Washington 98188-0000",www.iadtseattle.com,"4-year, Private for-profit",515.0,645 Andover Park West, Seattle,Washington,98188-0000,0,For-Profit,False
1029,International Academy of Design and Technology,"2495 Village View Dr, Henderson, Nevada 89074",www.iadtvegas.com,"4-year, Private for-profit",461.0,2495 Village View Dr, Henderson,Nevada,89074,0,For-Profit,False
1030,International Baptist College,"2150 E Southern Ave, Tempe, Arizona 85282-7504",IBConline.edu,"4-year, Private not-for-profit",79.0,2150 E Southern Ave, Tempe,Arizona,85282-7504,0,Not-For-Profit,False
1031,International Business College,"5699 Coventry Lane, Fort Wayne, Indiana 46804-7145",ibcfortwayne.edu,"4-year, primarily associate's, Private for-profit",629.0,5699 Coventry Lane, Fort Wayne,Indiana,46804-7145,1,For-Profit,True
1032,International Institute for Restorative Practices,"544 Main St.-2nd Floor, Bethlehem, Pennsylvania 18018",iirp.org,"4-year, Private not-for-profit",120.0,544 Main St.-2nd Floor, Bethlehem,Pennsylvania,18018,0,Not-For-Profit,False
1033,Iona College,"715 North Ave, New Rochelle, New York 10801-1890",www.iona.edu,"4-year, Private not-for-profit",4375.0,715 North Ave, New Rochelle,York,10801-1890,0,Not-For-Profit,False
1034,Iowa State University,"Ames, Iowa 50011-2030",www.iastate.edu,"4-year, Public",26856.0,Ames,,Iowa,50011-2030,0,Not-For-Profit,False
1035,Iowa Wesleyan College,"601 N Main Street, Mount Pleasant, Iowa 52641",www.iwc.edu,"4-year, Private not-for-profit",843.0,601 N Main Street, Mount Pleasant,Iowa,52641,0,Not-For-Profit,False
1036,Ithaca College,"953 Danby Rd, Ithaca, New York 14850",www.ithaca.edu,"4-year, Private not-for-profit",6448.0,953 Danby Rd, Ithaca,York,14850,0,Not-For-Profit,False
1037,ITT Technical Institute-Albuquerque,"5100 Masthead N.E., Albuquerque, New Mexico 87109",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",618.0,5100 Masthead N.E., Albuquerque,Mexico,87109,1,For-Profit,True
1038,ITT Technical Institute-Anaheim,"525 N Muller Street, Anaheim, California 92801",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",834.0,525 N Muller Street, Anaheim,California,92801,1,For-Profit,True
1039,ITT Technical Institute-Arnold,"1930 Meyer Drury Dr, Arnold, Missouri 63010",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",867.0,1930 Meyer Drury Dr, Arnold,Missouri,63010,1,For-Profit,True
1040,ITT Technical Institute-Atlanta,"1745 Phoenix Blvd., Suite 100, Atlanta, Georgia 30349",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",273.0,"1745 Phoenix Blvd., Suite 100", Atlanta,Georgia,30349,1,For-Profit,True
1041,ITT Technical Institute-Baton Rouge,"14141 Airline Hwy Bldg 3 Ste K, Baton Rouge, Louisiana 70817",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",254.0,14141 Airline Hwy Bldg 3 Ste K, Baton Rouge,Louisiana,70817,1,For-Profit,True
1042,ITT Technical Institute-Bessemer,"6270 Park South Drive, Bessemer, Alabama 35022",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",990.0,6270 Park South Drive, Bessemer,Alabama,35022,1,For-Profit,True
1043,ITT Technical Institute-Boise,"12302 W. Explorer Dr, Boise, Idaho 83713-1529",WWW.ITT-TECH.EDU,"4-year, primarily associate's, Private for-profit",540.0,12302 W. Explorer Dr, Boise,Idaho,83713-1529,1,For-Profit,True
1044,ITT Technical Institute-Burr Ridge,"7040 High Grove Blvd, Burr Ridge, Illinois 60527",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",325.0,7040 High Grove Blvd, Burr Ridge,Illinois,60527,1,For-Profit,True
1045,ITT Technical Institute-Chantilly,"14420 Albemarle Point Pl, Ste100, Chantilly, Virginia 20151",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",464.0,"14420 Albemarle Point Pl, Ste100", Chantilly,Virginia,20151,1,For-Profit,True
1046,ITT Technical Institute-Charlotte,"4135 Southstream Blvd., Suite 200, Charlotte, North Carolina 28217",www.itt-tech.edu,"4-year, Private for-profit",649.0,"4135 Southstream Blvd., Suite 200", Charlotte,Carolina,28217,0,For-Profit,False
1047,ITT Technical Institute-Chattanooga,"5600 Brainerd Rd Ste G1, Chattanooga, Tennessee 37411",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",108.0,5600 Brainerd Rd Ste G1, Chattanooga,Tennessee,37411,1,For-Profit,True
1048,ITT Technical Institute-Clive,"1860 NW 118th St, Ste 110, Clive, Iowa 50325",www.itt-tech.edu,"4-year, Private for-profit",61.0,"1860 NW 118th St, Ste 110", Clive,Iowa,50325,0,For-Profit,False
1049,ITT Technical Institute-Clovis,"362 North Clovis Ave, Clovis, California 93612",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",431.0,362 North Clovis Ave, Clovis,California,93612,1,For-Profit,True
1050,ITT Technical Institute-Columbia,"720 Gracern Rd Ste 120, Columbia, South Carolina 29210",www.itt-tech.edu,"4-year, primarily associate's, Private for-profit",261.0,720 Gracern Rd Ste 120, Columbia,Carolina,29210,1,For-Profit,True
